Datetime,ann1,ann2,ann3,ann4,ann5,ann6,ann7,ann8,ann9,ann10
2014-08-25,201.0073,194.14768981933594,195.91067504882812,203.8496856689453,195.870849609375,199.0106658935547,194.6255340576172,198.45755004882812,192.90548706054688,201.24600219726562
2014-08-26,199.99272,193.443115234375,194.6658935546875,202.27989196777344,196.8345184326172,198.31478881835938,193.5328369140625,196.29727172851562,192.82998657226562,199.76602172851562
2014-08-27,198.60852,193.27471923828125,193.19207763671875,200.5095977783203,197.55535888671875,197.9608154296875,190.97549438476562,194.48597717285156,191.86752319335938,197.73336791992188
2014-08-28,196.70833,191.65557861328125,191.03590393066406,199.04937744140625,196.45333862304688,195.63294982910156,191.35397338867188,192.95257568359375,190.2646026611328,194.4268341064453
2014-08-29,196.35085,191.76632690429688,190.23611450195312,198.1388397216797,195.58157348632812,195.67100524902344,190.0164794921875,191.40090942382812,188.90602111816406,195.57733154296875
2014-08-30,194.34894,189.1414337158203,187.9292755126953,196.6183319091797,193.17904663085938,193.16493225097656,188.92152404785156,188.5419158935547,187.4267578125,193.47592163085938
2014-08-31,194.46382,188.618408203125,187.7715606689453,196.0096435546875,191.57936096191406,193.10374450683594,186.1808319091797,187.72804260253906,186.60987854003906,192.99563598632812
2014-09-01,192.69946,186.7686004638672,185.9897918701172,194.8800048828125,189.17330932617188,191.61683654785156,184.75648498535156,186.1649627685547,186.2153778076172,189.7495880126953
2014-09-02,192.4078,187.6410675048828,187.07546997070312,195.0546417236328,187.92095947265625,193.0074920654297,184.50303649902344,187.18260192871094,186.44789123535156,190.4276885986328
2014-09-03,191.03625,186.2680206298828,185.99221801757812,193.8723602294922,186.1525421142578,191.8696746826172,184.3720245361328,184.05833435058594,184.81570434570312,186.87872314453125
2014-09-04,188.56361,185.65492248535156,183.56781005859375,191.0267791748047,184.56829833984375,190.69017028808594,180.7760772705078,178.8881072998047,182.9970703125,184.32476806640625
2014-09-05,186.19543,183.40423583984375,180.6807861328125,188.4375762939453,181.84765625,188.4141082763672,177.8815155029297,176.537841796875,181.5005645751953,180.3458709716797
2014-09-06,184.60207,182.52786254882812,177.90719604492188,185.6924591064453,178.76451110839844,187.13819885253906,175.8345947265625,175.06077575683594,179.08070373535156,181.13038635253906
2014-09-07,180.8127,179.71128845214844,175.07276916503906,184.1355438232422,176.75299072265625,184.5583953857422,174.5794677734375,174.46998596191406,177.44798278808594,177.43833923339844
2014-09-08,180.07652,178.9390106201172,175.50509643554688,183.97982788085938,175.27793884277344,183.611083984375,174.91494750976562,174.9420623779297,177.42649841308594,176.93740844726562
2014-09-09,179.40067,177.85487365722656,174.9110107421875,182.84527587890625,174.2765350341797,181.7696990966797,174.9495391845703,173.5520782470703,176.50233459472656,174.6299591064453
2014-09-10,180.99,177.51307678222656,175.87254333496094,183.0107421875,174.19485473632812,182.85296630859375,174.70872497558594,174.4165496826172,177.07586669921875,177.026611328125
2014-09-11,181.81425,179.14772033691406,177.40357971191406,185.41915893554688,175.66844177246094,184.4464111328125,176.69215393066406,177.17861938476562,178.35000610351562,177.81063842773438
2014-09-12,181.81549,180.37222290039062,177.57177734375,186.66708374023438,177.32838439941406,185.56417846679688,177.1140594482422,178.31597900390625,178.06216430664062,178.30859375
2014-09-13,182.5449,181.1199493408203,178.36439514160156,187.7755889892578,178.1051788330078,186.29705810546875,178.94142150878906,178.8469696044922,179.8009033203125,179.733154296875
2014-09-14,186.08278,182.1793670654297,179.63160705566406,188.6833953857422,178.4603271484375,187.5869903564453,179.22714233398438,180.78457641601562,180.8591766357422,183.57496643066406
2014-09-15,187.53833,182.8793182373047,180.72332763671875,189.5242462158203,178.8372344970703,187.80755615234375,180.33250427246094,182.84767150878906,182.0530242919922,184.8756103515625
2014-09-16,186.47694,181.96641540527344,180.02621459960938,189.82046508789062,178.92306518554688,187.4517364501953,179.65318298339844,181.95120239257812,181.26443481445312,184.23741149902344
2014-09-17,185.79922,180.73455810546875,180.15237426757812,188.21409606933594,178.33935546875,185.33494567871094,179.70132446289062,179.786865234375,180.78616333007812,182.7445831298828
2014-09-18,184.63408,180.2931671142578,178.955810546875,188.5052947998047,178.81802368164062,185.49388122558594,179.58486938476562,180.534912109375,179.55697631835938,182.26425170898438
2014-09-19,184.89865,180.470458984375,179.08010864257812,188.1052703857422,178.7406768798828,185.715087890625,180.50648498535156,180.7681121826172,180.02780151367188,182.1810302734375
2014-09-20,184.57954,180.95208740234375,178.45498657226562,187.44952392578125,179.23956298828125,186.02914428710938,180.91453552246094,181.30276489257812,178.71524047851562,180.85043334960938
2014-09-21,184.36987,181.1603240966797,178.1326904296875,186.83438110351562,178.92271423339844,186.16146850585938,181.25579833984375,180.47592163085938,179.23863220214844,180.84515380859375
2014-09-22,183.45747,180.4310302734375,176.4253387451172,187.19354248046875,178.76611328125,186.2099151611328,180.12197875976562,180.531005859375,177.93060302734375,181.07333374023438
2014-09-23,182.17229,180.3456573486328,176.0205535888672,186.74029541015625,179.06488037109375,185.73867797851562,182.05294799804688,179.45565795898438,178.56600952148438,181.1474609375
2014-09-24,183.43521,180.12351989746094,176.44790649414062,187.5612030029297,179.36569213867188,186.40452575683594,183.49032592773438,180.7263641357422,179.13348388671875,183.26361083984375
2014-09-25,184.45377,181.4658203125,179.32264709472656,188.42221069335938,180.83787536621094,187.2863311767578,184.48226928710938,181.195556640625,181.9897918701172,185.26348876953125
2014-09-26,186.88763,182.8983612060547,181.3558807373047,190.47396850585938,182.05767822265625,188.30628967285156,184.37713623046875,184.97535705566406,183.08782958984375,186.3072509765625
2014-09-27,188.36406,183.90281677246094,183.78173828125,191.41847229003906,183.5606689453125,188.73472595214844,186.66717529296875,185.18235778808594,184.59219360351562,186.9600372314453
2014-09-28,191.52861,185.0115966796875,185.94073486328125,192.82449340820312,184.53440856933594,190.64305114746094,190.50714111328125,188.3496551513672,185.9699249267578,190.47547912597656
2014-09-29,193.19615,186.6599884033203,187.626708984375,194.82826232910156,185.71035766601562,192.4446258544922,193.25439453125,190.23211669921875,187.23626708984375,192.1614227294922
2014-09-30,195.33151,188.51394653320312,189.72630310058594,196.1373291015625,186.70672607421875,193.37139892578125,193.32754516601562,193.5177764892578,188.81053161621094,194.14280700683594
2014-10-01,195.82697,189.9604034423828,191.13880920410156,197.22279357910156,187.64004516601562,194.51385498046875,192.39515686035156,192.80723571777344,189.68212890625,195.31130981445312
2014-10-02,194.9489,189.5380859375,189.71157836914062,197.6888885498047,188.08966064453125,193.7449493408203,193.0968475341797,193.02919006347656,189.78546142578125,194.28843688964844
2014-10-03,193.17587,188.8152618408203,188.00218200683594,197.13568115234375,189.31248474121094,193.4563751220703,194.17347717285156,190.52801513671875,188.76873779296875,193.03160095214844
2014-10-04,195.43347,189.7080841064453,190.0352783203125,198.2822265625,189.76983642578125,194.41529846191406,192.52694702148438,191.8168487548828,188.0463409423828,194.91297912597656
2014-10-05,195.59285,190.33590698242188,190.9625244140625,199.6759796142578,191.26705932617188,195.53973388671875,194.68292236328125,192.02703857421875,188.86141967773438,195.70742797851562
2014-10-06,200.26689,191.60958862304688,194.06704711914062,200.87730407714844,193.07102966308594,197.12396240234375,196.66566467285156,194.7467498779297,191.2645263671875,198.44131469726562
2014-10-07,202.48045,192.89002990722656,196.84326171875,203.4537353515625,195.4871368408203,199.4723663330078,199.48329162597656,196.2635955810547,193.32081604003906,201.19085693359375
2014-10-08,204.85362,194.28851318359375,199.34164428710938,206.15866088867188,197.33999633789062,201.30516052246094,198.7787628173828,198.8682403564453,195.1759490966797,202.6781463623047
2014-10-09,204.64201,195.8779754638672,199.85350036621094,207.3231964111328,198.75392150878906,202.4855499267578,198.464599609375,199.5399169921875,195.52212524414062,204.08213806152344
2014-10-10,206.402,197.49496459960938,202.8571014404297,208.56509399414062,199.46914672851562,202.58975219726562,199.05715942382812,200.48106384277344,197.158935546875,205.39654541015625
2014-10-11,206.92831,200.24874877929688,204.1223602294922,210.72744750976562,200.6123504638672,205.98419189453125,199.24066162109375,202.15310668945312,197.5478057861328,207.19178771972656
2014-10-12,209.9675,201.7664031982422,206.3459014892578,212.447265625,202.15142822265625,207.44017028808594,199.32608032226562,203.41441345214844,199.75843811035156,208.2866668701172
2014-10-13,210.13431,203.27438354492188,206.4237060546875,213.3656005859375,204.128662109375,209.6730499267578,200.5240936279297,203.78707885742188,200.88162231445312,208.77096557617188
2014-10-14,211.41301,203.81228637695312,207.69956970214844,214.7227325439453,205.14500427246094,210.03237915039062,200.83566284179688,204.00894165039062,203.16197204589844,209.84140014648438
2014-10-15,208.36632,203.4464874267578,204.91819763183594,212.63265991210938,204.70252990722656,208.71583557128906,198.43963623046875,201.4722442626953,200.1604766845703,208.1295623779297
2014-10-16,206.71141,201.01695251464844,203.88856506347656,209.9775848388672,203.70297241210938,205.1359405517578,196.63812255859375,200.42726135253906,199.74085998535156,205.23158264160156
2014-10-17,205.40236,200.2510223388672,202.34725952148438,208.98440551757812,202.94053649902344,205.27029418945312,198.11863708496094,200.47398376464844,197.16712951660156,205.848876953125
2014-10-18,206.41776,199.1240997314453,203.37591552734375,209.48074340820312,202.0018310546875,205.3844451904297,198.79571533203125,200.8530731201172,197.9647674560547,206.5943145751953
2014-10-19,206.88861,199.8265380859375,203.24461364746094,210.85951232910156,201.81690979003906,207.3626708984375,201.95726013183594,201.54931640625,198.0314178466797,208.83811950683594
2014-10-20,208.63727,199.7312469482422,205.69107055664062,212.63856506347656,201.95599365234375,209.0650177001953,202.25314331054688,202.1837615966797,201.180419921875,209.9573516845703
2014-10-21,208.1509,200.60548400878906,205.11676025390625,212.61587524414062,202.30056762695312,209.8661651611328,203.50897216796875,202.94873046875,200.183349609375,210.72283935546875
2014-10-22,208.75667,199.75985717773438,205.49362182617188,211.74224853515625,202.6733856201172,208.2999267578125,202.7379608154297,201.76780700683594,200.0900421142578,209.64883422851562
2014-10-23,206.83994,199.53733825683594,203.2532196044922,210.33815002441406,202.4030303955078,206.6474151611328,200.71250915527344,201.13209533691406,196.8541717529297,208.0893096923828
2014-10-24,206.91211,198.11842346191406,203.60653686523438,209.42019653320312,200.83633422851562,205.85928344726562,198.29983520507812,200.3595428466797,197.49972534179688,207.1931915283203
2014-10-25,205.8292,198.31271362304688,201.52969360351562,209.8892059326172,199.37319946289062,206.0485076904297,199.31809997558594,201.4623565673828,196.0182342529297,206.52574157714844
2014-10-26,207.29056,197.76402282714844,203.22947692871094,209.15167236328125,198.8903350830078,204.8318634033203,198.07847595214844,200.76348876953125,197.37564086914062,206.2562713623047
2014-10-27,206.09491,197.59437561035156,201.2398681640625,208.5045166015625,198.68955993652344,203.91468811035156,199.17428588867188,200.9166259765625,195.7837371826172,204.48428344726562
2014-10-28,206.17613,196.8302764892578,201.99130249023438,208.17352294921875,198.66268920898438,202.95704650878906,197.9358367919922,200.3096160888672,196.78146362304688,203.7729034423828
2014-10-29,205.60477,197.34732055664062,201.48777770996094,207.93345642089844,198.257568359375,203.85833740234375,198.8597869873047,200.21641540527344,195.71424865722656,205.42562866210938
2014-10-30,206.38605,198.3786163330078,202.9456329345703,208.06947326660156,197.5634307861328,204.86618041992188,197.69189453125,199.8915252685547,195.9625244140625,206.9549102783203
2014-10-31,205.54265,199.3751983642578,202.06243896484375,209.35745239257812,197.90252685546875,206.46185302734375,200.02993774414062,201.4210205078125,196.12904357910156,208.03530883789062
2014-11-01,208.11252,199.43081665039062,204.6450958251953,209.0319061279297,198.74334716796875,207.01284790039062,200.26910400390625,200.9506378173828,198.59970092773438,207.66807556152344
2014-11-02,207.21738,199.59095764160156,203.3072509765625,208.9844970703125,200.3604278564453,206.3969268798828,200.2241973876953,200.6066436767578,198.5417938232422,206.15640258789062
2014-11-03,208.47058,199.59033203125,205.24880981445312,209.46929931640625,201.1066131591797,206.7490997314453,198.66122436523438,199.89300537109375,200.6939697265625,206.5155792236328
2014-11-04,206.8236,199.18431091308594,203.62631225585938,210.27828979492188,201.6903076171875,207.13270568847656,199.87940979003906,200.11219787597656,198.75767517089844,207.130615234375
2014-11-05,209.32468,199.6381072998047,205.96231079101562,211.2830810546875,200.0875701904297,208.54034423828125,200.51773071289062,200.3272247314453,200.09666442871094,208.4900360107422
2014-11-06,208.86946,200.3754425048828,205.14425659179688,212.1432647705078,201.9132080078125,209.1702880859375,200.17080688476562,202.11207580566406,198.3515167236328,209.1862335205078
2014-11-07,209.92381,201.5862579345703,206.16590881347656,212.1620330810547,201.7643280029297,209.51025390625,198.9908905029297,202.36582946777344,200.25210571289062,206.75433349609375
2014-11-08,208.83652,200.7762451171875,205.1192626953125,211.29849243164062,202.13748168945312,208.73678588867188,200.74977111816406,202.34066772460938,200.99514770507812,207.75344848632812
2014-11-09,210.91278,202.7277374267578,207.93809509277344,212.32077026367188,200.4120635986328,211.06919860839844,202.9917449951172,202.568359375,203.2137451171875,208.6912841796875
2014-11-10,210.32838,202.3339385986328,207.28472900390625,213.88034057617188,199.51498413085938,211.2664031982422,203.36940002441406,203.25274658203125,202.85205078125,209.79380798339844
2014-11-11,209.1555,200.9501495361328,205.76193237304688,211.90377807617188,198.7892303466797,209.04942321777344,202.91583251953125,201.51260375976562,201.45021057128906,208.29034423828125
2014-11-12,206.39903,198.38412475585938,202.82989501953125,208.8021240234375,198.2425994873047,205.58326721191406,201.70372009277344,200.0657196044922,198.65914916992188,205.97607421875
2014-11-13,204.3803,195.59002685546875,200.67593383789062,205.17987060546875,197.22471618652344,202.6396484375,198.8314971923828,198.5316619873047,196.37477111816406,203.61111450195312
2014-11-14,203.17218,195.29148864746094,199.52793884277344,205.29893493652344,197.24632263183594,202.89013671875,197.86512756347656,198.34457397460938,195.91944885253906,202.98582458496094
2014-11-15,204.89023,195.2692413330078,201.03477478027344,205.747314453125,196.58206176757812,203.89939880371094,199.16717529296875,198.86813354492188,197.28729248046875,203.74127197265625
2014-11-16,205.22977,195.45387268066406,200.64894104003906,206.66783142089844,196.2641143798828,203.8480987548828,199.00721740722656,199.72779846191406,196.59596252441406,205.11878967285156
2014-11-17,204.75035,194.9035186767578,199.74400329589844,205.1384735107422,195.4391632080078,203.2961883544922,198.48321533203125,198.8448028564453,195.47445678710938,204.85147094726562
2014-11-18,203.1336,193.807861328125,198.75064086914062,204.60194396972656,195.506591796875,201.68569946289062,197.3739776611328,198.67315673828125,194.3797607421875,204.771240234375
2014-11-19,205.12512,195.52247619628906,200.58995056152344,206.1109619140625,195.88735961914062,204.633056640625,197.9956512451172,199.73040771484375,195.69464111328125,205.9475860595703
2014-11-20,204.48047,196.0042724609375,200.90731811523438,207.3072509765625,196.92861938476562,204.23101806640625,196.20318603515625,200.2114715576172,196.4130859375,205.6638946533203
2014-11-21,205.56631,196.41624450683594,201.43612670898438,206.33460998535156,198.24827575683594,203.41534423828125,196.24310302734375,199.0945281982422,195.88131713867188,203.71620178222656
2014-11-22,205.70447,196.12109375,201.34298706054688,206.05438232421875,198.89930725097656,202.07513427734375,195.11361694335938,199.1549530029297,196.4542999267578,202.44985961914062
2014-11-23,206.49937,196.82615661621094,202.4732666015625,206.0813446044922,198.8951873779297,202.9232177734375,196.71224975585938,198.94871520996094,197.07398986816406,203.11358642578125
2014-11-24,206.76268,197.90904235839844,203.46815490722656,208.21142578125,199.98391723632812,205.82205200195312,197.21490478515625,200.22161865234375,197.87440490722656,205.30516052246094
2014-11-25,207.43524,199.38584899902344,204.3292236328125,209.8199462890625,200.0056915283203,207.84678649902344,198.39578247070312,201.07362365722656,198.04002380371094,206.29624938964844
2014-11-26,206.43494,199.83786010742188,203.42005920410156,209.4357147216797,201.3687286376953,207.17906188964844,197.9388885498047,201.091796875,199.12086486816406,204.92425537109375
2014-11-27,207.79349,200.2925567626953,204.6470184326172,208.65457153320312,200.95787048339844,206.88059997558594,198.97784423828125,200.75537109375,200.21981811523438,204.33004760742188
2014-11-28,207.60268,200.74964904785156,204.85023498535156,209.6269073486328,202.34376525878906,207.5873260498047,197.73550415039062,201.5388946533203,199.90724182128906,206.27146911621094
2014-11-29,208.84573,201.48397827148438,205.94863891601562,210.53689575195312,203.1268310546875,209.4268035888672,198.3857879638672,202.3080596923828,200.45852661132812,206.79296875
2014-11-30,208.40038,200.52427673339844,205.5450439453125,211.8389892578125,203.95042419433594,209.9976806640625,198.75082397460938,202.65194702148438,200.57276916503906,207.3325653076172
2014-12-01,210.13504,200.9142303466797,206.68408203125,212.8099365234375,203.94239807128906,211.03704833984375,199.38436889648438,202.66526794433594,201.1551513671875,208.21527099609375
2014-12-02,209.12535,200.51637268066406,206.19786071777344,211.88307189941406,204.50750732421875,211.06546020507812,197.87265014648438,202.0072784423828,201.7578887939453,208.1590576171875
2014-12-03,209.755,201.12469482421875,207.4130096435547,212.34263610839844,204.51010131835938,211.62095642089844,199.2728729248047,202.00210571289062,201.5945281982422,208.14825439453125
2014-12-04,209.58601,201.11029052734375,208.29226684570312,212.897216796875,204.7079315185547,211.79022216796875,197.69679260253906,202.81027221679688,201.70770263671875,208.77523803710938
2014-12-05,211.52278,202.7544403076172,209.98138427734375,213.69020080566406,203.23519897460938,212.50228881835938,198.56031799316406,203.01365661621094,201.67535400390625,209.5150909423828
2014-12-06,210.80391,202.97900390625,208.38377380371094,213.7452850341797,202.9551544189453,212.45602416992188,199.07940673828125,203.7822265625,201.84986877441406,209.69839477539062
2014-12-07,209.57416,201.71267700195312,206.25733947753906,211.36802673339844,201.12460327148438,211.4562225341797,199.41561889648438,202.15371704101562,200.06654357910156,207.97702026367188
2014-12-08,206.40141,198.2426300048828,203.15353393554688,208.7306365966797,200.79563903808594,207.93319702148438,195.20925903320312,200.45327758789062,198.57705688476562,205.67156982421875
2014-12-09,205.07007,196.7859649658203,202.45530700683594,206.52432250976562,200.65841674804688,204.74673461914062,193.2850341796875,198.43728637695312,196.0240020751953,203.27978515625
2014-12-11,204.59076,196.37742614746094,202.1903076171875,206.19065856933594,199.7920379638672,203.7067108154297,192.24925231933594,197.8602752685547,195.83102416992188,202.53758239746094
2014-12-12,202.57355,194.81227111816406,199.5655975341797,203.05714416503906,197.62725830078125,201.5767822265625,191.49365234375,195.6146697998047,194.5149688720703,200.20387268066406
2014-12-13,200.2001,192.5435333251953,196.8400115966797,200.82383728027344,195.85890197753906,199.29466247558594,189.6009979248047,194.45559692382812,192.3997344970703,198.7264862060547
2014-12-14,197.54695,189.6112518310547,194.0091094970703,198.58299255371094,193.33502197265625,196.4972381591797,187.7200164794922,192.62802124023438,188.96728515625,196.36582946777344
2014-12-15,196.36551,188.1225128173828,192.46067810058594,197.18341064453125,192.20542907714844,195.18418884277344,187.27862548828125,191.16700744628906,187.9984588623047,195.63861083984375
2014-12-16,196.84392,187.93023681640625,192.48085021972656,197.26470947265625,190.09811401367188,195.9191131591797,187.7121124267578,191.85536193847656,188.1451416015625,196.24822998046875
2014-12-17,196.02585,188.00210571289062,191.82669067382812,197.17247009277344,189.83006286621094,195.98716735839844,187.77706909179688,192.16236877441406,188.07321166992188,195.87579345703125
2014-12-18,195.48448,187.98231506347656,191.0526123046875,196.81103515625,188.84402465820312,195.55467224121094,186.62521362304688,191.9054718017578,187.1678009033203,194.83502197265625
2014-12-19,193.9136,187.1126708984375,189.97640991210938,196.0819549560547,189.86585998535156,194.05181884765625,186.47425842285156,190.98455810546875,186.53335571289062,193.6624755859375
2014-12-20,193.43036,186.52767944335938,189.38070678710938,195.0687255859375,189.35890197753906,193.20394897460938,187.36685180664062,189.8376922607422,186.12570190429688,192.98971557617188
2014-12-21,193.46442,186.49298095703125,189.2767791748047,195.51263427734375,189.88812255859375,193.4747314453125,188.71871948242188,191.15000915527344,186.20425415039062,194.3828125
2014-12-22,195.40915,187.23562622070312,190.5292205810547,196.51580810546875,189.875244140625,194.99105834960938,190.17953491210938,193.03196716308594,186.90194702148438,195.3760223388672
2014-12-23,195.90732,187.75486755371094,191.40182495117188,196.83131408691406,190.5977783203125,195.33303833007812,190.08944702148438,193.97674560546875,187.8272247314453,195.85218811035156
2014-12-24,196.59006,188.69351196289062,192.2298126220703,197.57701110839844,190.17494201660156,196.02183532714844,191.19671630859375,194.24537658691406,188.38983154296875,195.7176055908203
2014-12-25,196.7076,189.175048828125,192.81683349609375,198.1287384033203,191.31060791015625,196.78103637695312,191.271728515625,194.59539794921875,189.2205047607422,196.61119079589844
2014-12-26,197.36134,189.8957061767578,193.45404052734375,198.67881774902344,190.80914306640625,197.80142211914062,191.45297241210938,194.52996826171875,189.42430114746094,197.37245178222656
2014-12-27,196.21788,189.5909423828125,192.43077087402344,197.5857696533203,191.7254638671875,196.84140014648438,191.01710510253906,193.6824188232422,188.912841796875,196.35067749023438
2014-12-28,196.1703,189.62710571289062,192.3153533935547,196.17828369140625,191.2398681640625,196.09283447265625,190.10015869140625,192.8150177001953,188.1441192626953,195.87124633789062
2014-12-29,196.88573,190.0458526611328,192.62155151367188,196.3696746826172,192.09469604492188,196.5599365234375,190.54000854492188,192.85101318359375,188.74330139160156,196.67539978027344
2014-12-30,198.27951,189.66845703125,193.5481414794922,196.5709991455078,191.91754150390625,196.92906188964844,191.27923583984375,192.4160614013672,189.18612670898438,196.51353454589844
2014-12-31,198.49261,189.83058166503906,193.76486206054688,197.28494262695312,192.12315368652344,197.5160369873047,191.1287384033203,192.94801330566406,189.66966247558594,197.3154296875
2015-01-01,199.10075,189.90280151367188,194.0259246826172,197.951904296875,191.940673828125,197.61351013183594,191.73683166503906,193.0177764892578,189.45045471191406,197.31369018554688
2015-01-02,198.19514,189.86647033691406,193.54373168945312,197.45895385742188,192.06369018554688,197.21279907226562,191.36940002441406,192.53636169433594,189.00869750976562,196.66629028320312
2015-01-03,198.53935,189.41946411132812,193.876953125,197.06150817871094,191.8325653076172,197.59765625,191.0407257080078,192.728759765625,188.95242309570312,196.47821044921875
2015-01-04,198.53914,189.53480529785156,194.24932861328125,197.6806640625,192.0863037109375,198.18580627441406,190.52392578125,193.68954467773438,189.03280639648438,197.22906494140625
2015-01-05,198.90608,190.801513671875,194.74598693847656,198.81459045410156,191.5669708251953,199.0400390625,191.53526306152344,194.72726440429688,189.2750244140625,197.15780639648438
2015-01-06,198.9531,191.3284454345703,194.6827392578125,198.5065460205078,192.05596923828125,199.06629943847656,191.73507690429688,194.4910430908203,189.844482421875,196.71182250976562
2015-01-07,199.59077,191.59698486328125,195.47579956054688,198.60980224609375,192.12091064453125,199.75570678710938,192.6407470703125,194.1960906982422,190.38021850585938,197.1436004638672
2015-01-08,199.26689,191.4080810546875,195.70777893066406,198.6309814453125,192.7740936279297,199.89382934570312,192.59304809570312,194.0669403076172,190.520263671875,197.9920196533203
2015-01-09,199.23499,191.2725372314453,195.8614959716797,198.94683837890625,193.25022888183594,199.62753295898438,192.03150939941406,193.8448944091797,190.9104461669922,198.1590118408203
2015-01-10,198.93106,191.4528045654297,195.77398681640625,198.5198211669922,193.50808715820312,199.22265625,191.0416259765625,193.54286193847656,190.51605224609375,197.92323303222656
2015-01-11,198.75493,191.62847900390625,195.60604858398438,198.82725524902344,193.5789031982422,199.02452087402344,190.72494506835938,193.97793579101562,190.71002197265625,197.41172790527344
2015-01-12,198.84543,191.98626708984375,195.74169921875,198.55145263671875,193.43463134765625,198.3901824951172,191.0398406982422,194.1685333251953,190.41256713867188,197.3007049560547
2015-01-13,198.19807,190.7781524658203,194.67684936523438,197.71231079101562,193.00294494628906,196.72877502441406,190.3992919921875,193.02835083007812,189.79563903808594,196.0233917236328
2015-01-14,197.72017,189.83384704589844,193.87274169921875,196.7510223388672,192.40235900878906,196.14044189453125,189.77272033691406,192.27410888671875,189.41184997558594,195.36587524414062
2015-01-15,197.26959,189.5286102294922,193.16110229492188,197.37408447265625,192.0068817138672,196.52609252929688,189.23129272460938,192.50343322753906,188.92861938476562,195.09776306152344
2015-01-16,197.4242,189.77578735351562,193.68814086914062,197.52862548828125,192.14883422851562,196.7452850341797,189.41403198242188,192.49481201171875,188.5771026611328,195.2687530517578
2015-01-17,197.12846,189.9947967529297,193.49595642089844,197.69102478027344,192.35202026367188,196.92721557617188,190.9577178955078,192.95330810546875,189.04644775390625,195.60107421875
2015-01-18,197.94945,190.72479248046875,194.313720703125,197.87937927246094,193.3380584716797,197.60507202148438,191.71139526367188,193.44883728027344,189.70408630371094,196.7652130126953
2015-01-19,198.63461,191.4737548828125,194.8070831298828,199.05282592773438,194.39637756347656,199.02398681640625,192.19650268554688,194.128173828125,189.86395263671875,197.31666564941406
2015-01-20,199.75488,191.52923583984375,195.82977294921875,199.64859008789062,195.74594116210938,199.52151489257812,192.7916717529297,194.55735778808594,190.43740844726562,197.76731872558594
2015-01-21,199.6917,191.61691284179688,195.94598388671875,200.28143310546875,196.63893127441406,199.7575225830078,193.8780975341797,194.61578369140625,190.54788208007812,198.1304473876953
2015-01-22,199.77023,191.6057891845703,196.42626953125,200.76235961914062,196.77330017089844,200.58969116210938,193.98597717285156,194.80487060546875,190.76475524902344,198.60595703125
2015-01-23,198.68399,191.2506866455078,195.83523559570312,200.25489807128906,196.1399383544922,200.03868103027344,193.56265258789062,194.09878540039062,190.12281799316406,197.77931213378906
2015-01-24,198.23137,191.05181884765625,195.6343231201172,199.17547607421875,195.49893188476562,198.8618621826172,193.12472534179688,193.25473022460938,189.64077758789062,196.54173278808594
